0|33529.93|33449.04|33503.26|33346.91|32962.65|32621.8|32517.0|231930.59|314508.0
1|1514.86|1446.33|1667.71|2044.5|2325.53|2432.11|2482.78|13913.82|95498.59
2|4081.41|4182.69|4171.96|4008.95|3761.51|3545.64|3426.01|27178.17|50553.52
3|34194.4|33523.28|36056.37|39990.88|42563.14|43276.06|43568.09|273172.22|1304371.7
4|34955.89|35324.5|34979.38|33989.48|32834.39|31744.55|30858.12|234686.31|281608.2
5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
6|18335.01|17477.16|16632.91|16088.54|15919.64|16153.19|16640.19|117246.64|183630.53
7|6920.37|6403.4|7821.57|10623.7|13148.02|14413.64|15082.59|74413.29|474326.96
8|22441.42|22779.54|23257.1|23193.9|22397.07|21435.71|20884.26|156389.0|427397.62
9|9253.73|8633.89|10387.43|13731.24|16616.12|17987.05|18697.26|95306.72|632063.63
10|2431.58|2278.51|2719.71|3544.92|4240.04|4560.07|4723.91|24498.74|198340.94
11|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
12|5326.09|4648.62|6308.29|10360.94|15037.3|18046.82|19809.11|79537.17|144131.57
13|6895.77|6906.4|7257.85|7588.78|7602.47|7420.05|7304.79|50976.11|181005.92
14|18340.79|17231.6|16058.96|15621.56|15804.82|16575.62|17978.78|117612.13|427053.22
15|23435.09|22835.92|23633.5|24933.21|25950.22|26619.67|27121.54|174529.15|335655.9
16|33433.62|30894.06|29411.56|29929.57|31554.61|34042.01|37634.66|226900.09|1016397.86
17|31277.1|30643.19|29407.93|28358.58|27770.11|27736.2|28309.46|203502.57|428168.35
18|70419.84|68661.71|67625.77|67752.34|68308.5|69142.23|70719.14|482629.53|1164334.16
19|41249.33|41527.41|43158.59|44314.18|43776.73|42412.95|41592.44|298031.63|852825.27
20|744.59|689.15|841.38|1141.84|1412.15|1547.47|1618.95|7995.53|63044.32
21|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22|6297.54|6061.22|6789.56|8073.23|9075.93|9488.37|9690.8|55476.65|415585.81
23|10852.0|10286.81|10168.28|10548.15|11081.07|11657.4|12375.95|76969.66|283724.37
24|24268.29|24640.03|25142.46|25051.41|24173.79|23127.54|22528.07|168931.59|379078.65
25|26320.56|23819.58|24487.19|28050.82|32474.32|36824.93|41499.82|213477.22|1055515.05
26|50556.0|51017.19|51468.71|51290.48|50514.01|49274.22|47964.73|352085.34|486606.46
